% Model:              GatedMirror_noBearings_RF_freqDomain.mph
% Version:            COMSOL 5.3.1.275
% Date:               Apr 7 2020, 20:26
% Table:              Table 1 - Global Evaluation 1 (emw.Vport_1, emw.Iport_1)
% freq (Hz)              Real Voltage (V) (V)     Imag Voltage (V) (V)     Real Current (A) (A)     Imag Current (A) (A)
3.8018939632056123E8     5.268078958639691        -22.300637165279014      1.8946384208361937       0.44601274330979684
3.8904514499428046E8     4.9790296429599445       -21.71062179535263       1.9004194071499152       0.4342124359111725
3.981071705534969E8      4.70129922566719         -21.124416834459467      1.9059740154958973       0.42248833669321373
4.073802778041122E8      4.4345096429157245       -20.54196559461287       1.9113098071510546       0.4108393118961872
4.1686938347033465E8     4.178290213822707        -19.963180567502278      1.9164341957330437       0.3992636113538823
4.265795188015934E8      3.9322781053065565       -19.387942571600366      1.9213544379034975       0.3877588514357529
4.3651583224016654E8     3.6961187572152827       -18.81609962052025       1.926077624865456        0.37632199241406067
4.466835921509635E8      3.46946627691976         -18.247465465867545      1.9306106744715024       0.3649493093209186
4.570881896148752E8      3.2519838133565893       -17.68181775747177       1.9349603237429054       0.3536363551529163
4.677351412871981E8      3.0433439213951035       -17.118895750898197      1.939133121582279        0.34237791502135995
4.7863009232263803E8     2.843228930643063        -16.558397482252534      1.9431354213974688       0.3311679496483635
4.8977881936844563E8     2.651331333835215        -15.999976305935297      1.9469733733337813       0.3199995261219368
5.011872336272715E8      2.467354215060582        -15.44323667416663       1.9506529157094363       0.3088647334864837
5.1286138399136585E8     2.2910117416313907       -14.887729003577842      1.9541797651781914       0.29775458007462924
5.248074602497734E8      2.122029749971224        -14.332943437553052      1.9575594050115748       0.2866588687540566
5.370317963702532E8      1.9601464650592386       -13.778302266802433      1.9607970707100064       0.2755660453389689
5.495408738576248E8      1.8051134038989323       -13.22315070462645       1.9638977319334172       0.2644630140953755
5.623413251903491E8      1.6566965301821102       -12.666745634538168      1.9668660694079734       0.2533349126935376
5.754399373371567E8      1.5146777495993717       -12.108241838509068      1.9697064450198651       0.24216483677288428
5.888436553555884E8      1.3788568663868561       -11.546675071642431      1.972422862684373        0.23093350143548141
6.025595860743569E8      1.2490541661894043       -10.980941157762802      1.9750189166886025       0.21961882315781983
6.16595001861481E8       1.1251138533138985       -10.40977002168345       1.97749772294642         0.20819540043616447
6.309573444801943E8      1.0069086615978202       -9.831693220048951       1.979861826781081        0.19663386440340636
6.456542290346563E8      0.894346091099153        -9.245003043936832       1.9821130781914313       0.1849000608810959
6.606934480075965E8      0.7873769200970188       -8.64770058431741        1.984252461611894        0.17295401168863814
6.760829753919818E8      0.6860069375985373       -8.037429183239198       1.9862798612623358       0.16074858366700287
6.918309709189363E8      0.5903132935231306       -7.411388306977416       1.9881937341443767       0.1482277661416925
7.079457843841373E8      0.5004675645832068       -6.766220853243602       1.9899906487237806       0.13532441706693613
7.244359600749891E8      0.41676874304323586      -6.0978639110209745      1.991664625155273        0.1219572782223954
7.413102413009162E8      0.3396911454702126       -5.401348477641057       1.99320617710753         0.10802696955469697
7.585775750291852E8      0.26995519431874554      -4.670526706371195       1.9946008961314823       0.09341053412918264
7.762471166286927E8      0.20863402793439342      -3.8976943868425584      1.9958273194602454       0.07795388773846833
7.943282347242821E8      0.1573172660292676       -3.0730588922705295      1.9968536546773563       0.06146117784366846
8.128305161640995E8      0.11837118765332598      -2.183974341048786       1.9976325762447031       0.04367948681920177
8.317637711026709E8      0.0953567144842965       -1.213816471300109       1.9980928657078756       0.02427632942420104
8.511380382023759E8      0.0937339934509023       -0.14028643466713558     1.998125320128292        0.0028057286915215136
8.709635899560796E8      0.12208418714860116      1.0672212363791636       1.997558316254031        -0.02134442472941396
8.912509381337441E8      0.19432613490829234      2.451835335128283        1.996113477298462        -0.04903670670439116
9.120108393559115E8      0.33394492636646056      4.0762122250902575       1.9933211014688395       -0.08152424450360705
9.332543007969924E8      0.5825578184235484       6.034648492125708        1.988348843627145        -0.12069296984427678
9.549925860214369E8      1.0185713320346859       8.47495465267281         1.97962857335429         -0.16949909305519537
9.772372209558111E8      1.8015900076791163       11.63962401132168        1.9639681998407796       -0.23279248022831045
1000000000               3.290396299301453        15.944877996650447       1.9341920740080392       -0.3188975599357943
1.0232929922807536E9     6.401663026906224        22.118477419024572       1.8719667394620623       -0.4423695483794008
1.0471285480508986E9     13.875682150820897       31.227052622508037       1.7224863569834021       -0.624541052447255
1.0715193052376049E9     34.81379875882172        41.68422835481996        1.3037240248251523       -0.8336845670904216
1.0964781961431828E9     78.87744727823502        21.2769754953538         0.4224510544353378       -0.42553950990688416
1.1220184543019652E9     64.4511672092106         -35.36119531564679       0.7109766558162478       0.7072239063121021
1.148153621496884E9      31.682923385246294       -40.12273225704205       1.366341532296325        0.8024546451448591
1.1748975549395304E9     17.641186763469438       -33.392360689038654      1.647176264732693        0.6678472137800816
1.202264434617413E9      11.302354932664807       -27.808278563682258      1.7739529013445352       0.5561655712698313
1.230268770812381E9      7.819919500430077        -23.78779321077843       1.8436016099865293       0.475755864214572
1.258925411794166E9      5.584390783502882        -20.716744287319244      1.8883121843268627       0.41433488574799904
1.2882495516931322E9     4.074893193520995        -18.213560775085988      1.9185021361285857       0.3642712155035406
1.31825673855641E9       3.053902344211455        -16.132043754650834      1.9389219531117616       0.32264087508066375
1.348962882591656E9      2.352304573176247        -14.3920289456875        1.9529539085301462       0.28784057890599807
1.3803842646028867E9     1.853943431629904        -12.92226837564409       1.9629211313610302       0.2584453675077052
1.4125375446227555E9     1.4866096628896475       -11.66175782250101       1.970267806736443        0.2332351564462153
1.445439770745928E9      1.2066870229774864       -10.562830498264685      1.975866259535388        0.2112566099622165
1.4791083881682072E9     0.9874094849443217       -9.589746907928255       1.9802518102966669       0.19179493815586704
1.513561248436207E9      0.8118016709305187       -8.715944295154543       1.9837639665774314       0.17431888590058245
1.5488166189124796E9     0.668698944955413        -7.9215523307212194      1.9866260210973055       0.15843104661200308
1.5848931924611108E9     0.5505018912290388       -7.191516707636458       1.988989962172111        0.14383033415033852
1.6218100973589332E9     0.45187721401743736      -6.514261842560425       1.9909624557165486       0.13028523684881713
1.6595869074375632E9     0.36898111206081846      -5.880752321316548       1.9926203777558322       0.11761504642392112
1.698243652461746E9      0.29897934623967626      -5.283833131858344       1.9940204131005146       0.10567666264115982
1.7378008287493763E9     0.23973965905285816      -4.717758967125799       1.995205206843286        0.0943551793466286
1.7782794100389228E9     0.18963201979315408      -4.177859484170035       1.9962073596277485       0.08355718968763302
1.8197008586099825E9     0.1473916122129089       -3.6602912640272187      1.9970521677787934       0.07320582528486526
1.8620871366628656E9     0.11202534546243875      -3.1618561970673467      1.9977594931133673       0.0632371239457038
1.9054607179632444E9     0.08274574620352158      -2.679864972699362       1.9983450850982014       0.05359729945831516
1.9498445997580414E9     0.058923498064441554     -2.212033445435088       1.9988215300607068       0.044240668912932095
1.9952623149688828E9     0.040052806311420754     -1.7564030144685752      1.9991989438955433       0.03512806029343893
2.0417379446695316E9     0.025725752842089066     -1.3112787612999433      1.9994854849647463       0.026225575229846507
2.0892961308540409E9     0.015613063851838868     -0.8751808713816694      1.9996877387444005       0.017503617431215795
2.1379620895022326E9     0.009449525584080623     -0.44680609976248187     1.9998110095096358       0.00893612199853383
2.187761623949552E9      0.007022820035623617     -0.024996905410248824    1.9998595436205135       4.999381111701279E-4
2.238721138568338E9      0.008164913103964243     0.39128350794072686      1.9998367017590841       -0.007825670156178554
2.29086765276777E9       0.012745374338556228     0.8029715668917798       1.9997450925343594       -0.01605943133553013
2.3442288153199277E9     0.02066617904448117      1.210920124214267        1.9995866764402386       -0.02421840248230497
2.398832919019495E9      0.031857664885883034     1.6159124487228569       1.9993628467234403       -0.03231824897279166
2.454708915685034E9      0.0462754026600242       2.0186740142860202       1.9990744919680212       -0.040373480284356354
2.511886431509582E9      0.06389780558308175      2.419882572092513        1.9987220439096591       -0.048397651440772356
2.5703957827688646E9     0.08472435111430068      2.8201769079364896       1.9983055129991705       -0.05640353815792179
2.6302679918953815E9     0.10877433042205203      3.220164640135516        1.9978245134131902       -0.06440329280215576
2.6915348039269137E9     0.13608607987217242      3.6204294120252163       1.997278278424402        -0.07240858824018699
2.7542287033381634E9     0.16671669752293414      4.021537908084793        1.996665666071643        -0.08043075816159957
2.818382931264449E9      0.20074233253819684      4.424047376566287        1.995985153371637        -0.08848094753143453
2.8840315031266117E9     0.23825934328854212      4.828515121906319        1.9952348131569728       -0.0965703024384224
2.95120922666639E9       0.2793873037492671       5.235514148286822        1.994412253948139        -0.10471028296619403
3.019951720402019E9      0.32427792106892817      5.645671233829197        1.993514441602138        -0.11291342467714448
3.0902954325135922E9     0.3731559592256017       6.0598254365137345       1.9925368808393291       -0.12119650873078781
3.1622776601683793E9     0.42687879137881773      6.480842357142085        1.9914624242022099       -0.1296168471460777
3.235936569296281E9      0.48170569952819814      6.892213364109785        1.990365886010017        -0.1378442672882096
3.3113112148259077E9     0.5439210008623205       7.324653298744114        1.9891215799824626       -0.1464930659790233
3.3884415613920207E9     0.6156000176736295       7.768926763161733        1.9876879996418169       -0.15537853526051096
3.4673685045253096E9     0.6819885629915857       8.1984516976311          1.9863602287413293       -0.1639690339436298
3.5481338923357606E9     0.7594263266633382       8.649134610018937        1.9848114734733966       -0.17298269220682494
3.6307805477010174E9     0.8432895161165066       9.1093467730192          1.9831342096768716       -0.182186935472051
3.715352290971728E9      0.9347486401782874       9.582227213899305        1.9813050271933361       -0.19164454429098443
3.8018939632056127E9     1.036079081237977        10.072837300826455       1.979278418368608        -0.2014567460255799
3.890451449942805E9      1.153068052511232        10.59251262139747        1.9769386389516557       -0.21185025242385086
3.9810717055349693E9     1.3082078875590422       11.176141863827876       1.9738358422405513       -0.22352283728001443
4.073802778041122E9      1.7164299700235155       11.999649309400544       1.965671400594549        -0.23999298618497364
4.1686938347033634E9     1.863421307052984        10.810945536654197       1.9627315738669757       -0.21621891073557092
4.2657951880159345E9     1.5481153827822234       12.030468051500447       1.9690376923460364       -0.2406093610324161
4.365158322401666E9      1.674350780457875        12.709326771834128       1.966512984394932        -0.2541865354246706
4.466835921509635E9      1.823533501185979        13.31206288156873        1.9635293299355487       -0.2662412576590364
4.570881896148752E9      1.9844194084423412       13.900829526385431       1.9603116118099069       -0.27801659053748023
4.677351412871982E9      2.1568569297066444       14.492726557376605       1.9568628613916597       -0.28985453115394644
4.78630092322638E9       2.3418517042341755       15.095052221104064       1.9531629659042988       -0.30190104442754634
4.897788193684457E9      2.5407269763888305       15.712054254800348       1.9491854604633152       -0.3142410851010966
5.011872336272715E9      2.7550215034899717       16.346869987251793       1.944899569928677        -0.326937399751418
5.128613839913659E9      2.9865074733340102       17.00235252506179        1.9402698505361493       -0.340047050486738
5.248074602497734E9      3.2455226880707744       17.688958746759027       1.9350895462425564       -0.35377917494703737
5.370317963702533E9      3.5100337289368864       18.383793124569443       1.9297993254151198       -0.36767586249126666
5.495408738576248E9      3.80585683941524         19.11546321655668        1.923882863206734        -0.3823092643167363
5.623413251903491E9      4.129815118335656        19.88036075053021        1.917403697626304        -0.39760721500286184
5.754399373371567E9      4.4853908997980785       20.68094942359581        1.9102921819796619       -0.4136189884955459
5.888436553555884E9      4.877193089348388        21.52157916781945        1.902456138204383        -0.43043158336358583
6.025595860743568E9      5.31101867107488         22.407438083689485       1.893779626571004        -0.44814876168007084
6.16595001861481E9       5.7940633755144715       23.344627393347654       1.8841187324826354       -0.4668925478736795
6.309573444801943E9      6.335375971875692        24.34046400869142        1.8732924805563966       -0.4868092801813449
6.456542290346562E9      6.946520332767814        25.403847021349794       1.8610695933406016       -0.5080769404355895
6.606934480075964E9      7.642562553973145        26.545779814454118       1.8471487489210108       -0.5309155962977355
6.760829753919819E9      8.443702464701799        27.780332730826405       1.8311259507098796       -0.5556066546189238
6.918309709189363E9      9.382008032143395        29.132072533178036       1.812359839357221        -0.5826414506720883
7.079457843841373E9      10.47144868917731        30.5857643688337         1.790571026221615        -0.6117152873908117
7.244359600749891E9      11.797962216831719       32.22107634689523        1.764040755649131        -0.6444215269437056
7.413102413009192E9      13.430143018087032       34.05076621250171        1.7313971396263195       -0.6810153242531456
7.585775750291851E9      15.512424571514222       36.129937909229554       1.6897515085793025       -0.7225987581849543
7.762471166286927E9      18.401290506900477       38.49735888681647        1.6319741898551976       -0.7699471777377244
7.943282347242822E9      21.624638629264837       39.743902079049775       1.567507227400452        -0.7948780415621469
8.128305161640995E9      26.095399477347787       43.62197831580417        1.4780920104429525       -0.8724395663209498
8.317637711026709E9      33.55312973641536        46.969322665412314       1.3289374052635303       -0.9393864533209304
8.511380382023759E9      45.612840888857555       49.42576629567367        1.0877431822260288       -0.9885153259129017
8.709635899560797E9      66.09357313675929        44.57701677061454        0.678128537262172        -0.8915403354117917
8.91250938133744E9       88.41177499273216        26.85018746659759        0.23176450014284178      -0.537003749329475
9.120108393559114E9      89.86936425677993        -26.100399220365063      0.20261271486604296      0.5220079844060562
9.332543007969925E9      41.71237684050476        -47.86706873852064       1.1657524631877438       0.9573413747722757
9.549925860214369E9      12.602889214395463       -32.0545091271898        1.7479422156977171       0.6410901825396533
9.772372209558111E9      2.990901444023228        -15.701708772039058      1.940181971120158        0.3140341754549143
1.0E10                   0.4583905651277826       -4.028332742712592       1.990832188706149        0.08056665486022524
