time	V(gatedmirrorout)
1.414301922688147e-08	4.770369e-03
1.417231610188147e-08	4.917327e-03
1.420161297688147e-08	5.133415e-03
1.423090985188147e-08	5.405754e-03
1.426020672688147e-08	5.721016e-03
1.428950360188147e-08	6.065323e-03
1.431880047688147e-08	6.424014e-03
1.434809735188148e-08	6.782685e-03
1.437739422688148e-08	7.128471e-03
1.440669110188148e-08	7.450112e-03
1.443598797688148e-08	7.737508e-03
1.446528485188148e-08	7.982149e-03
1.449458172688148e-08	8.178019e-03
1.452387860188148e-08	8.321649e-03
1.455317547688149e-08	8.411399e-03
1.458247235188149e-08	8.447315e-03
1.461176922688149e-08	8.431600e-03
1.464106610188149e-08	8.368564e-03
1.467036297688149e-08	8.263812e-03
1.469965985188149e-08	8.123721e-03
1.472895672688149e-08	7.955574e-03
1.475825360188150e-08	7.767537e-03
1.478755047688150e-08	7.567946e-03
1.481684735188150e-08	7.364678e-03
1.484614422688150e-08	7.165167e-03
1.487544110188150e-08	6.976499e-03
1.490473797688150e-08	6.804972e-03
1.493403485188150e-08	6.655600e-03
1.496333172688151e-08	6.532135e-03
1.499262860188151e-08	6.437344e-03
1.502192547688151e-08	6.372911e-03
1.505122235188151e-08	6.339136e-03
1.508051922688151e-08	6.335035e-03
1.510981610188151e-08	6.358742e-03
1.513911297688151e-08	6.407664e-03
1.516840985188151e-08	6.478379e-03
1.519770672688152e-08	6.566745e-03
1.522700360188152e-08	6.668312e-03
1.525630047688152e-08	6.778608e-03
1.528559735188152e-08	6.893116e-03
1.531489422688152e-08	7.007322e-03
1.534419110188152e-08	7.117025e-03
1.537348797688152e-08	7.218610e-03
1.540278485188153e-08	7.309014e-03
1.543208172688153e-08	7.385667e-03
1.546137860188153e-08	7.446630e-03
1.549067547688153e-08	7.490772e-03
1.551997235188153e-08	7.517696e-03
1.554926922688153e-08	7.527570e-03
1.557856610188153e-08	7.521105e-03
1.560786297688154e-08	7.499632e-03
1.563715985188154e-08	7.465003e-03
1.566645672688154e-08	7.419367e-03
1.569575360188154e-08	7.365060e-03
1.572505047688154e-08	7.304612e-03
1.575434735188154e-08	7.240679e-03
1.578364422688154e-08	7.175840e-03
1.581294110188154e-08	7.112465e-03
1.584223797688155e-08	7.052724e-03
1.587153485188155e-08	6.998573e-03
