time	V(gatedmirrorout)
5.190253705742574e-09	1.052209e+02
5.190262007818096e-09	1.052209e+02
5.190270309893619e-09	1.052209e+02
5.190278611969141e-09	1.052209e+02
5.190286914044664e-09	1.052209e+02
5.190295216120186e-09	1.052209e+02
5.190303518195709e-09	1.052209e+02
5.190311820271231e-09	1.052209e+02
5.190315396549919e-09	1.052209e+02
5.190315410519759e-09	1.052209e+02
5.190315414012218e-09	1.052209e+02
5.190315420997136e-09	1.052209e+02
5.190315434966976e-09	1.052209e+02
5.190315438459435e-09	1.052209e+02
5.190315445444353e-09	1.052209e+02
5.190315459414193e-09	1.052209e+02
5.190315487353869e-09	1.052209e+02
5.190315543233225e-09	1.052209e+02
5.190315557203065e-09	1.052209e+02
5.190315557232360e-09	1.052209e+02
5.190315557290955e-09	1.052209e+02
5.190315557408143e-09	1.052210e+02
5.190315557437438e-09	1.052210e+02
5.190315557466734e-09	1.052209e+02
5.190315557525328e-09	1.052209e+02
5.190315557554623e-09	1.052209e+02
5.190315557613217e-09	1.052209e+02
5.190315557730406e-09	1.052209e+02
5.190315557759701e-09	1.052209e+02
5.190315557788997e-09	1.052210e+02
5.190315557818292e-09	1.052209e+02
5.190315557876886e-09	1.052209e+02
5.190315557994075e-09	1.052209e+02
5.190315558081964e-09	1.052210e+02
5.190315558111260e-09	1.052209e+02
5.190315558140555e-09	1.052209e+02
5.190315558199149e-09	1.052210e+02
5.190315558316338e-09	1.052209e+02
5.190315558550711e-09	1.052209e+02
5.190315559019461e-09	1.052209e+02
5.190315559136649e-09	1.052209e+02
5.190315559165945e-09	1.052209e+02
5.190315559224539e-09	1.052210e+02
5.190315559253834e-09	1.052209e+02
5.190315559312428e-09	1.052209e+02
5.190315559429617e-09	1.052209e+02
5.190315559663990e-09	1.052209e+02
5.190315559722584e-09	1.052210e+02
5.190315559839773e-09	1.052209e+02
5.190315560074146e-09	1.052209e+02
5.190315560542896e-09	1.052209e+02
5.190315560660084e-09	1.052209e+02
5.190315560894458e-09	1.052209e+02
5.190315561363208e-09	1.052209e+02
5.190315561480396e-09	1.052209e+02
5.190315561509691e-09	1.052209e+02
5.190315561538987e-09	1.052209e+02
5.190315561597581e-09	1.052210e+02
5.190315561626876e-09	1.052209e+02
5.190315561685471e-09	1.052209e+02
5.190315561714766e-09	1.052209e+02
5.190315561744062e-09	1.052209e+02
5.190315561802656e-09	1.052209e+02
5.190315561919844e-09	1.052209e+02
5.190315561949139e-09	1.052209e+02
5.190315562007734e-09	1.052209e+02
5.190315562037029e-09	1.052210e+02
5.190315562095623e-09	1.052210e+02
5.190315562154214e-09	1.052210e+02
5.190315562212808e-09	1.052210e+02
5.190315562329997e-09	1.052209e+02
5.190315562359292e-09	1.052210e+02
5.190315562417886e-09	1.052210e+02
5.190315562447182e-09	1.052209e+02
5.190315562535071e-09	1.052210e+02
5.190315562593665e-09	1.052210e+02
5.190315562622961e-09	1.052210e+02
5.190315562681555e-09	1.052210e+02
5.190315562740146e-09	1.052209e+02
5.190315562798740e-09	1.052210e+02
5.190315562828035e-09	1.052210e+02
5.190315562857331e-09	1.052210e+02
5.190315562945220e-09	1.052210e+02
5.190315563003815e-09	1.052210e+02
5.190315563062405e-09	1.052209e+02
5.190315563091701e-09	1.052210e+02
5.190315563150295e-09	1.052210e+02
5.190315563179590e-09	1.052209e+02
5.190315563238185e-09	1.052210e+02
5.190315563267480e-09	1.052210e+02
5.190315563326071e-09	1.052209e+02
5.190315563355366e-09	1.052209e+02
5.190315563384662e-09	1.052209e+02
5.190315563443256e-09	1.052210e+02
5.190315563472551e-09	1.052210e+02
5.190315563501847e-09	1.052209e+02
5.190315563589736e-09	1.052210e+02
5.190315563648331e-09	1.052210e+02
5.190315563677626e-09	1.052210e+02
5.190315563736217e-09	1.052210e+02
5.190315563794811e-09	1.052210e+02
5.190315563853402e-09	1.052209e+02
5.190315563911996e-09	1.052210e+02
5.190315563941291e-09	1.052209e+02
5.190315563999886e-09	1.052210e+02
5.190315564029181e-09	1.052210e+02
5.190315564058476e-09	1.052210e+02
5.190315564087772e-09	1.052209e+02
5.190315564175661e-09	1.052210e+02
5.252571423550666e-09	1.052209e+02
5.259895642300665e-09	1.052209e+02
5.594027160583053e-09	1.052209e+02
5.594027787051360e-09	1.052209e+02
5.594029039987975e-09	1.052209e+02
5.594029079142245e-09	1.052209e+02
5.594029157450785e-09	1.052209e+02
5.594029177027920e-09	1.052209e+02
5.594029216182190e-09	1.052209e+02
5.594029225970758e-09	1.052209e+02
5.594029245547893e-09	1.052209e+02
5.594029284702163e-09	1.052209e+02
5.594029363010703e-09	1.052209e+02
5.594029365457844e-09	1.052209e+02
5.594029370352126e-09	1.052209e+02
5.594029380140694e-09	1.052209e+02
5.594029399717829e-09	1.052209e+02
5.594029438872099e-09	1.052209e+02
5.594029517180639e-09	1.052209e+02
5.594029673797716e-09	1.052209e+02
5.594029987031869e-09	1.052209e+02
5.594030065340409e-09	1.052209e+02
5.594030221957486e-09	1.052209e+02
5.594030261111756e-09	1.052209e+02
5.594030339420296e-09	1.052209e+02
5.594030496037373e-09	1.052209e+02
5.594030535191643e-09	1.052209e+02
5.594030535250234e-09	1.052209e+02
5.594030535279530e-09	1.052209e+02
5.594030535338124e-09	1.052209e+02
5.594030535367419e-09	1.052209e+02
